Country,Code,Date,Dose,Dose_per_10000,New_case_per_10000
Malaysia,MYS,2023-05-20,373,0.111111111,51.392
Malaysia,MYS,2023-05-21,353,0.105153411,51.392
Malaysia,MYS,2023-05-22,341,0.101578791,27.104
Malaysia,MYS,2023-05-23,363,0.108132261,27.104
Malaysia,MYS,2023-05-24,354,0.105451296,27.104
Malaysia,MYS,2023-05-25,378,0.112600536,27.104
Malaysia,MYS,2023-05-26,377,0.112302651,27.104
Malaysia,MYS,2023-05-27,364,0.108430146,27.104
Malaysia,MYS,2023-05-28,388,0.115579386,27.104
Malaysia,MYS,2023-05-29,394,0.117366696,24.418
Malaysia,MYS,2023-05-30,362,0.107834376,24.418
Malaysia,MYS,2023-05-31,375,0.111706881,24.418
Malaysia,MYS,2023-06-01,333,0.09919571,24.418
Malaysia,MYS,2023-06-02,312,0.092940125,24.418
Malaysia,MYS,2023-06-03,388,0.115579386,24.418
Malaysia,MYS,2023-06-04,361,0.107536491,24.418
Malaysia,MYS,2023-06-05,324,0.096514745,19.039
Malaysia,MYS,2023-06-06,306,0.091152815,19.039
Malaysia,MYS,2023-06-07,292,0.086982425,19.039
Malaysia,MYS,2023-06-08,284,0.084599345,19.039
Malaysia,MYS,2023-06-09,270,0.080428954,19.039
Malaysia,MYS,2023-06-10,180,0.053619303,19.039
Malaysia,MYS,2023-06-11,172,0.051236223,19.039
Malaysia,MYS,2023-06-12,189,0.056300268,16.054
Malaysia,MYS,2023-06-13,196,0.058385463,16.054
Malaysia,MYS,2023-06-14,184,0.054810843,16.054
Malaysia,MYS,2023-06-15,172,0.051236223,16.054
Malaysia,MYS,2023-06-16,183,0.054512958,16.054
Malaysia,MYS,2023-06-17,184,0.054810843,16.054
Malaysia,MYS,2023-06-18,183,0.054512958,16.054
Malaysia,MYS,2023-06-19,185,0.055108728,14.451
Malaysia,MYS,2023-06-20,182,0.054215073,14.451
Malaysia,MYS,2023-06-21,172,0.051236223,14.451
Malaysia,MYS,2023-06-22,174,0.051831993,14.451
Malaysia,MYS,2023-06-23,181,0.053917188,14.451
Malaysia,MYS,2023-06-24,180,0.053619303,14.451
Malaysia,MYS,2023-06-25,183,0.054512958,14.451
Malaysia,MYS,2023-06-26,175,0.052129878,11.357
Malaysia,MYS,2023-06-27,174,0.051831993,11.357
Malaysia,MYS,2023-06-28,174,0.051831993,11.357
Malaysia,MYS,2023-06-29,150,0.044682752,11.357
Malaysia,MYS,2023-06-30,135,0.040214477,11.357
Malaysia,MYS,2023-07-01,124,0.036937742,11.357
Malaysia,MYS,2023-07-02,121,0.036044087,11.357
Malaysia,MYS,2023-07-03,141,0.042001787,4.811
Malaysia,MYS,2023-07-04,144,0.042895442,4.811
Malaysia,MYS,2023-07-05,151,0.044980637,4.811
Malaysia,MYS,2023-07-06,179,0.053321418,4.811
Malaysia,MYS,2023-07-07,178,0.053023533,4.811
Malaysia,MYS,2023-07-08,199,0.059279118,4.811
Malaysia,MYS,2023-07-09,195,0.058087578,4.811
Malaysia,MYS,2023-07-10,178,0.053023533,5.144
Malaysia,MYS,2023-07-11,169,0.050342568,5.144
Malaysia,MYS,2023-07-12,166,0.049448913,5.144
Malaysia,MYS,2023-07-13,149,0.044384867,5.144
Malaysia,MYS,2023-07-14,133,0.039618707,5.144
Malaysia,MYS,2023-07-15,107,0.031873697,5.144
Malaysia,MYS,2023-07-16,99,0.029490617,5.144
Malaysia,MYS,2023-07-17,115,0.034256777,5.06
Malaysia,MYS,2023-07-18,108,0.032171582,5.06
Malaysia,MYS,2023-07-19,86,0.025618111,5.06
Malaysia,MYS,2023-07-20,86,0.025618111,5.06
Malaysia,MYS,2023-07-21,90,0.026809651,5.06
Malaysia,MYS,2023-07-22,89,0.026511766,5.06
Malaysia,MYS,2023-07-23,92,0.027405422,5.06
Malaysia,MYS,2023-07-24,68,0.020256181,4.033
Malaysia,MYS,2023-07-25,69,0.020554066,4.033
Malaysia,MYS,2023-07-26,85,0.025320226,4.033
Malaysia,MYS,2023-07-27,88,0.026213881,4.033
Malaysia,MYS,2023-07-28,99,0.029490617,4.033
Malaysia,MYS,2023-07-29,102,0.030384272,4.033
Malaysia,MYS,2023-07-30,107,0.031873697,7.964
Malaysia,MYS,2023-07-31,107,0.031873697,3.932
Malaysia,MYS,2023-08-01,103,0.030682157,3.932
Malaysia,MYS,2023-08-02,90,0.026809651,3.932
Malaysia,MYS,2023-08-03,84,0.025022341,3.932
Malaysia,MYS,2023-08-04,70,0.020851951,3.932
Malaysia,MYS,2023-08-05,68,0.020256181,3.932
Malaysia,MYS,2023-08-06,60,0.017873101,2.925
Malaysia,MYS,2023-08-07,59,0.017575216,2.925
Malaysia,MYS,2023-08-08,63,0.018766756,2.925
Malaysia,MYS,2023-08-09,68,0.020256181,2.925
Malaysia,MYS,2023-08-10,74,0.022043491,2.925
Malaysia,MYS,2023-08-11,82,0.024426571,2.925
Malaysia,MYS,2023-08-12,83,0.024724456,2.925
Malaysia,MYS,2023-08-13,88,0.026213881,2.45
Malaysia,MYS,2023-08-14,84,0.025022341,2.45
Malaysia,MYS,2023-08-15,84,0.025022341,2.45
Malaysia,MYS,2023-08-16,85,0.025320226,2.45
Malaysia,MYS,2023-08-17,89,0.026511766,2.45
Malaysia,MYS,2023-08-18,89,0.026511766,2.45
Malaysia,MYS,2023-08-19,91,0.027107536,2.45
Malaysia,MYS,2023-08-20,88,0.026213881,2.989
Malaysia,MYS,2023-08-21,90,0.026809651,2.989
Malaysia,MYS,2023-08-22,90,0.026809651,2.989
Malaysia,MYS,2023-08-23,86,0.025618111,2.989
Malaysia,MYS,2023-08-24,80,0.023830801,2.989
Malaysia,MYS,2023-08-25,77,0.022937146,2.989
Malaysia,MYS,2023-08-26,80,0.023830801,2.989
Malaysia,MYS,2023-08-27,83,0.024724456,2.93
Malaysia,MYS,2023-08-28,86,0.025618111,2.93
Malaysia,MYS,2023-08-29,87,0.025915996,2.93
Malaysia,MYS,2023-08-30,95,0.028299077,2.93
Malaysia,MYS,2023-08-31,88,0.026213881,2.93
Malaysia,MYS,2023-09-01,85,0.025320226,2.93
Malaysia,MYS,2023-09-02,83,0.024724456,2.93
